date,product_category,sales_amount,quantity_sold,customer_age,customer_satisfaction,region,sales_channel,promotion_used,shipping_cost,profit_margin,total_profit,month,day_of_week,is_weekend
2024-08-08 11:20:07.070855,Home & Garden,59.839230022066126,3,30,4.135214212197772,North,Online,True,8.061336388456096,0.232,13.88,8,Thursday,False
2024-08-09 11:20:07.070855,Sports,63.60155614107421,4,44,5.0,North,In-Store,True,9.69,0.385,24.49,8,Friday,False
2024-08-10 11:20:07.070855,Electronics,389.3576117779702,4,48,4.387850012085818,West,Online,False,11.73878748804129,0.317,123.43,8,Saturday,True
2024-08-11 11:20:07.070855,Electronics,45.392981895633866,9,38,,West,Online,False,4.790289559895151,0.121,5.49,8,Sunday,True
2024-08-12 11:20:07.070855,Electronics,422.2391200491985,7,30,5.0,North,Online,False,8.146657209068149,0.305,128.78,8,Monday,False
2024-08-13 11:20:07.070855,Clothing,44.08,1,34,3.925938403447744,North,In-Store,False,5.03,0.306,13.49,8,Tuesday,False
2024-08-14 11:20:07.070855,Clothing,42.87895442354422,9,35,3.0410643175549397,East,Online,True,8.457811768252789,0.372,15.95,8,Wednesday,False
2024-08-15 11:20:07.070855,Electronics,167.32811789658987,6,25,2.6624797451662614,West,Online,False,6.427725253865333,0.212,35.47,8,Thursday,False
2024-08-16 11:20:07.070855,Books,17.77,5,41,5.0,East,Online,False,18.11557517616548,0.275,4.89,8,Friday,False
2024-08-17 11:20:07.070855,Clothing,80.03,6,40,4.474183128918599,North,Online,False,14.458600259640523,0.104,8.32,8,Saturday,True
2024-08-18 11:20:07.070855,Electronics,138.64021887183392,8,53,4.893114552838334,North,In-Store,True,11.99,0.2,27.73,8,Sunday,True
2024-08-19 11:20:07.070855,Clothing,89.34,7,50,4.332020736521508,North,Online,False,4.94079216665336,0.119,10.63,8,Monday,False
2024-08-20 11:20:07.070855,Electronics,177.26690552214956,4,26,4.263256542662009,North,Online,False,12.130452284367891,0.257,45.56,8,Tuesday,False
2024-08-21 11:20:07.070855,Books,636.06,5,44,3.5985809281014287,South,Online,False,4.91160270251454,0.345,219.44,8,Wednesday,False
2024-08-22 11:20:07.070855,Electronics,59.744423863137584,3,23,3.7680338947523038,South,Online,False,11.495700192159713,0.162,9.68,8,Thursday,False
2024-08-23 11:20:07.070855,Sports,32.1,5,43,2.721110691030546,South,Online,False,17.341012923237372,0.258,8.28,8,Friday,False
2024-08-24 11:20:07.070855,Books,29.28,2,28,3.6353127205455227,East,Online,False,13.322353074019,0.161,4.71,8,Saturday,True
2024-08-25 11:20:07.070855,Electronics,78.93658854510254,10,22,4.162087608730213,West,Online,True,12.31535309819293,0.136,10.74,8,Sunday,True
2024-08-26 11:20:07.070855,Electronics,58.0223404320687,4,38,4.708320476919025,North,Phone,False,15.82,0.253,14.68,8,Monday,False
2024-08-27 11:20:07.070855,Books,179.29,2,18,3.8408034530831956,West,Online,False,,0.124,22.23,8,Tuesday,False
2024-08-28 11:20:07.070855,Home & Garden,255.92363782910084,6,18,4.578078126419394,South,In-Store,True,23.64,0.276,70.63,8,Wednesday,False
2024-08-29 11:20:07.070855,Home & Garden,30.85,5,32,4.7766278474633985,North,Online,False,11.715299853112313,0.109,3.36,8,Thursday,False
2024-08-30 11:20:07.070855,Books,23.75,7,35,5.0,North,Online,False,7.21673704371474,0.132,3.14,8,Friday,False
2024-08-31 11:20:07.070855,Electronics,247.5762359962855,6,30,4.7081155233162395,East,Online,False,7.816419779738086,0.265,65.61,8,Saturday,True
2024-09-01 11:20:07.070855,Clothing,31.43,9,18,4.183891935075006,West,Online,False,5.604350163355518,0.277,8.71,9,Sunday,True
2024-09-02 11:20:07.070855,Electronics,211.53772052645354,6,25,3.5159317511814456,East,Phone,False,17.73,0.109,23.06,9,Monday,False
2024-09-03 11:20:07.070855,Books,66.88,8,39,4.928721132912742,South,In-Store,False,15.0,0.272,18.19,9,Tuesday,False
2024-09-04 11:20:07.070855,Home & Garden,13.14250177646569,5,41,5.0,West,In-Store,True,7.07,0.352,4.63,9,Wednesday,False
2024-09-05 11:20:07.070855,Clothing,256.6,2,34,4.482200423590327,South,In-Store,False,8.95,0.317,81.34,9,Thursday,False
2024-09-06 11:20:07.070855,Electronics,612.8552684960225,6,48,5.0,East,Online,True,8.785152694394363,0.139,85.19,9,Friday,False
2024-09-07 11:20:07.070855,Clothing,27.3552472900604,5,39,2.8932244046876496,East,Online,True,17.55814430653954,0.278,7.6,9,Saturday,True
2024-09-08 11:20:07.070855,Clothing,37.05,4,26,3.4469303564454625,North,In-Store,False,16.33,0.302,11.19,9,Sunday,True
2024-09-09 11:20:07.070855,Home & Garden,72.67,3,31,5.0,West,In-Store,False,18.63,0.111,8.07,9,Monday,False
2024-09-10 11:20:07.070855,Home & Garden,76.28,13,18,3.9222937075044633,West,Online,False,9.122959658353443,0.357,27.23,9,Tuesday,False
2024-09-11 11:20:07.070855,Books,125.45281502814375,6,33,5.0,North,Online,True,9.507205914404972,0.372,46.67,9,Wednesday,False
2024-09-12 11:20:07.070855,Clothing,407.57,11,48,4.448989922400028,West,Online,False,8.698794375497584,0.355,144.69,9,Thursday,False
2024-09-13 11:20:07.070855,Electronics,70.85302314441788,7,43,3.5738158924124708,South,In-Store,True,18.18,0.347,24.59,9,Friday,False
2024-09-14 11:20:07.070855,Home & Garden,24.57,2,51,4.050075620301926,South,Online,False,4.573696537881324,0.323,7.94,9,Saturday,True
2024-09-15 11:20:07.070855,Books,13.75,7,31,2.950715119652352,East,Online,False,10.764092899602966,0.29,3.99,9,Sunday,True
2024-09-16 11:20:07.070855,Home & Garden,29.08809727072721,3,51,3.8702570514614734,South,Online,True,6.91878567430119,0.304,8.84,9,Monday,False
2024-09-17 11:20:07.070855,Books,52.82,5,32,4.984477791040131,West,In-Store,False,11.52,0.342,18.06,9,Tuesday,False
2024-09-18 11:20:07.070855,Clothing,361.1716449530696,6,52,4.76887799306721,North,Online,True,18.665532602002358,0.299,107.99,9,Wednesday,False
2024-09-19 11:20:07.070855,Clothing,32.54,9,34,4.635911017126033,East,In-Store,False,8.65,0.198,6.44,9,Thursday,False
2024-09-20 11:20:07.070855,Clothing,68.29,5,43,2.8731664075370085,North,Online,False,5.720524054296332,0.213,14.55,9,Friday,False
2024-09-21 11:20:07.070855,Electronics,118.30241499488746,3,52,4.1137236351207465,East,In-Store,False,15.2,0.369,43.65,9,Saturday,True
2024-09-22 11:20:07.070855,Electronics,519.3846996738445,2,32,3.481229676959467,East,In-Store,False,22.26,0.105,54.54,9,Sunday,True
2024-09-23 11:20:07.070855,Electronics,1671.292153018292,9,37,5.0,North,Online,False,10.400687219828233,0.31,518.1,9,Monday,False
2024-09-24 11:20:07.070855,Home & Garden,28.656908164975025,9,50,4.0096829114493,South,Online,True,12.29083259113603,0.386,11.06,9,Tuesday,False
2024-09-25 11:20:07.070855,Clothing,29.053390936377674,5,33,3.540453649041261,South,Online,True,14.35071814411225,0.312,9.06,9,Wednesday,False
2024-09-26 11:20:07.070855,Clothing,155.11,2,19,4.200566361784069,South,Online,False,7.057325686530485,0.398,61.73,9,Thursday,False
2024-09-27 11:20:07.070855,Sports,107.97,10,60,3.9849741019143634,South,In-Store,False,12.86,0.306,33.04,9,Friday,False
2024-09-28 11:20:07.070855,Electronics,729.3408388757545,5,29,5.0,North,Online,True,7.520085791604328,0.11,80.23,9,Saturday,True
2024-09-29 11:20:07.070855,Clothing,97.9,3,36,3.7077281807498084,West,Online,False,13.174522756944892,0.348,34.07,9,Sunday,True
2024-09-30 11:20:07.070855,Books,38.12,5,48,3.597188281445679,East,Online,False,3.8703678850763636,0.185,7.05,9,Monday,False
2024-10-01 11:20:07.070855,Electronics,293.0850172658395,4,27,2.882195524870112,North,Online,False,5.7859905411137715,0.234,68.58,10,Tuesday,False
2024-10-02 11:20:07.070855,Electronics,285.70688640273596,9,22,4.218653486375153,South,In-Store,False,18.59,0.194,55.43,10,Wednesday,False
2024-10-03 11:20:07.070855,Electronics,299.79322254618637,10,38,3.8835889091568743,South,Online,False,9.326701166262145,0.181,54.26,10,Thursday,False
2024-10-04 11:20:07.070855,Electronics,180.7591884126082,5,18,,North,Phone,False,13.73,0.229,41.39,10,Friday,False
2024-10-05 11:20:07.070855,Sports,164.88138353074555,5,31,4.988522557031976,East,In-Store,True,15.8,0.214,35.28,10,Saturday,True
2024-10-06 11:20:07.070855,Books,175.79,6,37,4.682120268863488,North,Online,False,5.593656517570619,0.29,50.98,10,Sunday,True
2024-10-07 11:20:07.070855,Home & Garden,204.75707954173706,12,31,4.570653129076239,North,Online,True,8.948073681116792,0.344,70.44,10,Monday,False
2024-10-08 11:20:07.070855,Books,110.89115207502294,9,18,5.0,West,In-Store,True,15.03,0.189,20.96,10,Tuesday,False
2024-10-09 11:20:07.070855,Books,46.2,7,54,5.0,North,Online,False,13.635318161693608,0.164,7.58,10,Wednesday,False
2024-10-10 11:20:07.070855,Electronics,175.53726539060702,3,36,3.5451535550127247,West,Online,False,5.897981107993978,0.3,52.66,10,Thursday,False
2024-10-11 11:20:07.070855,Books,175.67919932823693,9,52,4.088796428987801,East,Online,True,14.52440230739153,0.301,52.88,10,Friday,False
2024-10-12 11:20:07.070855,Clothing,24.12,8,31,5.0,North,Online,False,9.163159743717944,0.37,8.92,10,Saturday,True
2024-10-13 11:20:07.070855,Books,78.94,7,24,4.499841378911988,North,In-Store,False,5.41,0.105,8.29,10,Sunday,True
2024-10-14 11:20:07.070855,Books,36.372700333227385,6,38,4.485836104121741,South,Online,True,14.584393129673078,0.356,12.95,10,Monday,False
2024-10-15 11:20:07.070855,Clothing,56.19,4,32,3.665226912715692,North,Online,False,3.627931831645893,0.256,14.38,10,Tuesday,False
2024-10-16 11:20:07.070855,Electronics,415.1326199706723,6,20,4.7912039571476654,South,In-Store,False,24.95,0.286,118.73,10,Wednesday,False
2024-10-17 11:20:07.070855,Electronics,138.10314212609785,4,52,4.108417361334611,South,In-Store,True,22.45,0.127,17.54,10,Thursday,False
2024-10-18 11:20:07.070855,Clothing,57.19,4,27,4.1940856452474495,South,Online,False,6.598782093919714,0.23,13.15,10,Friday,False
2024-10-19 11:20:07.070855,Books,14.02,8,18,4.771129358330912,East,In-Store,False,10.15,0.168,2.36,10,Saturday,True
2024-10-20 11:20:07.070855,Books,115.15,5,50,3.9719717807464248,West,Online,False,7.147347354921947,0.176,20.27,10,Sunday,True
2024-10-21 11:20:07.070855,Electronics,231.42782839136424,5,28,2.971103529955143,South,In-Store,False,12.12,0.251,58.09,10,Monday,False
2024-10-22 11:20:07.070855,Clothing,459.5697327051193,7,27,3.3560597410480626,North,Online,True,9.135820950968284,0.344,158.09,10,Tuesday,False
2024-10-23 11:20:07.070855,Clothing,40.13,7,18,4.837237271614214,North,Online,False,6.895707040872804,0.323,12.96,10,Wednesday,False
2024-10-24 11:20:07.070855,Electronics,211.7915089283551,4,55,4.734480725140435,South,In-Store,True,17.42,0.277,58.67,10,Thursday,False
2024-10-25 11:20:07.070855,Electronics,191.17327944131904,5,19,4.360579997521862,South,Online,False,5.5270347057713884,0.262,50.09,10,Friday,False
2024-10-26 11:20:07.070855,Clothing,264.4,7,35,3.9255961804345647,North,Phone,False,21.92,0.228,60.28,10,Saturday,True
2024-10-27 11:20:07.070855,Sports,58.296701426016135,7,45,4.722644987245982,South,Online,True,16.931191601962844,0.392,22.85,10,Sunday,True
2024-10-28 11:20:07.070855,Clothing,72.17,7,40,3.5446527342735714,West,In-Store,False,14.53,0.268,19.34,10,Monday,False
2024-10-29 11:20:07.070855,Clothing,83.7862587308271,7,34,4.7094309486145445,West,In-Store,True,22.05,0.176,14.75,10,Tuesday,False
2024-10-30 11:20:07.070855,Home & Garden,65.8,4,18,3.446314663694799,East,Online,False,7.513420436088137,0.169,11.12,10,Wednesday,False
2024-10-31 11:20:07.070855,Clothing,34.94,6,25,3.6748118511322287,South,In-Store,False,5.35,0.283,9.89,10,Thursday,False
2024-11-01 11:20:07.070855,Sports,66.66033604605047,3,37,4.105082548738847,East,Online,True,12.385184163959952,0.257,17.13,11,Friday,False
2024-11-02 11:20:07.070855,Sports,159.75,6,25,4.176344367182356,East,In-Store,False,14.16,0.102,16.29,11,Saturday,True
2024-11-03 11:20:07.070855,Electronics,49.208757357278884,4,37,4.28289376968477,East,Online,False,11.59063863201959,0.349,17.17,11,Sunday,True
2024-11-04 11:20:07.070855,Clothing,63.25638741261156,4,43,4.537597318571381,South,In-Store,True,22.99,0.311,19.67,11,Monday,False
2024-11-05 11:20:07.070855,Clothing,27.11,6,46,1.5252504993015767,East,Online,False,14.99000082260289,0.299,8.11,11,Tuesday,False
2024-11-06 11:20:07.070855,Electronics,480.97675007769226,12,20,3.55416005198525,West,Online,False,11.460018391758396,0.121,58.2,11,Wednesday,False
2024-11-07 11:20:07.070855,Electronics,24.44254351343066,8,61,4.403799510640398,East,Online,False,15.54706854262823,0.209,5.11,11,Thursday,False
2024-11-08 11:20:07.070855,Home & Garden,31.22,8,44,4.793883506361335,West,Online,False,4.27059812164481,0.381,11.89,11,Friday,False
2024-11-09 11:20:07.070855,Clothing,79.62,5,34,3.4691222658902854,West,In-Store,False,8.21,0.359,28.58,11,Saturday,True
2024-11-10 11:20:07.070855,Electronics,500.3141836405604,2,48,4.37799247929749,South,In-Store,False,19.66,0.186,93.06,11,Sunday,True
2024-11-11 11:20:07.070855,Electronics,144.10262612590546,5,63,5.0,East,In-Store,False,13.63,0.147,21.18,11,Monday,False
2024-11-12 11:20:07.070855,Sports,31.34,6,18,3.2192162988264976,South,Online,False,10.21395229913109,0.235,7.36,11,Tuesday,False
2024-11-13 11:20:07.070855,Electronics,752.4786063230594,5,32,4.422882311977322,West,Online,True,6.500504948774329,0.207,155.76,11,Wednesday,False
2024-11-14 11:20:07.070855,Electronics,27.115945264357645,5,18,3.701457101520128,North,Online,False,12.172603872837962,0.305,8.27,11,Thursday,False
2024-11-15 11:20:07.070855,Clothing,6.06,8,37,4.389848777738037,East,In-Store,False,8.7,0.39,2.36,11,Friday,False
2024-11-16 11:20:07.070855,Sports,84.78,7,39,3.9198965774309142,South,Phone,False,17.54,0.209,17.72,11,Saturday,True
2024-11-17 11:20:07.070855,Electronics,89.41262561252094,9,34,3.8856863014518623,North,Online,True,5.090366025438309,0.119,10.64,11,Sunday,True
2024-11-18 11:20:07.070855,Home & Garden,19.66,5,27,5.0,East,Online,False,4.80027411135979,0.369,7.25,11,Monday,False
2024-11-19 11:20:07.070855,Books,110.87,4,18,4.9826963231759125,East,Online,False,7.707690121984559,0.111,12.31,11,Tuesday,False
2024-11-20 11:20:07.070855,Electronics,127.33288879254205,1,39,4.735425222272767,South,In-Store,False,9.62,0.386,49.15,11,Wednesday,False
2024-11-21 11:20:07.070855,Home & Garden,31.06,5,52,5.0,North,In-Store,False,22.78,0.299,9.29,11,Thursday,False
2024-11-22 11:20:07.070855,Clothing,15.18,2,27,2.925870336446014,South,In-Store,False,6.1,0.383,5.81,11,Friday,False
2024-11-23 11:20:07.070855,Home & Garden,130.64,5,40,5.0,East,Online,False,6.404612667809952,0.16,20.9,11,Saturday,True
2024-11-24 11:20:07.070855,Home & Garden,104.61,4,18,5.0,East,In-Store,False,15.97,0.112,11.72,11,Sunday,True
2024-11-25 11:20:07.070855,Clothing,43.846463875119305,6,40,3.9043730778120627,West,In-Store,True,14.62,0.246,10.79,11,Monday,False
2024-11-26 11:20:07.070855,Electronics,1030.0339750344613,7,30,4.9686425890278345,East,Online,False,4.454815171666164,0.235,242.06,11,Tuesday,False
2024-11-27 11:20:07.070855,Books,18.99695234313146,7,25,5.0,East,Online,True,2.786824425574838,0.199,3.78,11,Wednesday,False
2024-11-28 11:20:07.070855,Clothing,11.88,5,25,5.0,North,Online,False,16.37979955465058,0.387,4.6,11,Thursday,False
2024-11-29 11:20:07.070855,Electronics,67.58935347695035,5,30,3.768185684271744,North,Online,False,11.218128805380967,0.347,23.45,11,Friday,False
2024-11-30 11:20:07.070855,Electronics,117.26862945381535,6,39,3.362217415080964,West,In-Store,False,12.31,0.298,34.95,11,Saturday,True
2024-12-01 11:20:07.070855,Home & Garden,56.73453756900574,2,19,4.002995245280501,West,Online,True,8.007239007666842,0.149,8.45,12,Sunday,True
2024-12-02 11:20:07.070855,Home & Garden,42.9,10,30,4.99460265842791,West,In-Store,False,10.33,0.32,13.73,12,Monday,False
2024-12-03 11:20:07.070855,Electronics,220.2289657506248,8,34,3.114462307657204,South,Online,True,6.029433756377002,0.318,70.03,12,Tuesday,False
2024-12-04 11:20:07.070855,Clothing,16.97402663279284,6,21,2.4167210305244167,South,Online,True,9.58459630964233,0.228,3.87,12,Wednesday,False
2024-12-05 11:20:07.070855,Electronics,515.6097899348711,5,56,4.7001563334669925,West,Online,True,17.816864768124717,0.377,194.38,12,Thursday,False
2024-12-06 11:20:07.070855,Home & Garden,50.29,6,24,3.761215625777912,South,Online,False,5.307214007484091,0.15,7.54,12,Friday,False
2024-12-07 11:20:07.070855,Electronics,452.37324007708753,5,26,4.357380241197591,East,Online,False,15.20698362971365,0.18,81.43,12,Saturday,True
2024-12-08 11:20:07.070855,Home & Garden,76.92,2,23,4.890981801388982,West,Online,False,4.1446252775763694,0.119,9.15,12,Sunday,True
2024-12-09 11:20:07.070855,Clothing,86.21,4,56,4.026354163929798,West,Online,False,5.718477960869434,0.339,29.23,12,Monday,False
2024-12-10 11:20:07.070855,Sports,85.0784667364875,8,41,3.35208715461828,South,Online,True,3.978964476151676,0.287,24.42,12,Tuesday,False
2024-12-11 11:20:07.070855,Electronics,245.29628535364765,7,23,5.0,North,Online,False,5.097088515363236,0.194,47.59,12,Wednesday,False
2024-12-12 11:20:07.070855,Clothing,105.64500736069272,11,48,3.52389256143087,West,Online,True,14.978927873305363,0.149,15.74,12,Thursday,False
2024-12-13 11:20:07.070855,Electronics,442.72984021186454,5,37,3.5291263236717407,South,Online,True,9.366545423293745,0.112,49.59,12,Friday,False
2024-12-14 11:20:07.070855,Sports,56.729613313624064,6,38,5.0,South,In-Store,True,6.55,0.15,8.51,12,Saturday,True
2024-12-15 11:20:07.070855,Books,110.94,7,30,3.781225406562318,North,Online,False,16.547117045329816,0.236,26.18,12,Sunday,True
2024-12-16 11:20:07.070855,Electronics,82.02854790995667,7,26,3.908217934458493,West,In-Store,False,22.58,0.174,14.27,12,Monday,False
2024-12-17 11:20:07.070855,Home & Garden,230.47,9,39,4.619592504504961,North,Online,False,15.56281932397553,0.178,41.02,12,Tuesday,False
2024-12-18 11:20:07.070855,Books,27.76,5,28,5.0,East,In-Store,False,23.67,0.363,10.08,12,Wednesday,False
2024-12-19 11:20:07.070855,Home & Garden,330.61,4,56,4.4286900951940815,North,Online,False,,0.255,84.31,12,Thursday,False
2024-12-20 11:20:07.070855,Clothing,61.48662716956243,4,19,5.0,North,In-Store,True,21.73,0.319,19.61,12,Friday,False
2024-12-21 11:20:07.070855,Electronics,19.951747076858496,10,53,3.174259568279248,South,Online,False,9.749539202980891,0.111,2.21,12,Saturday,True
2024-12-22 11:20:07.070855,Electronics,175.76140278447218,8,33,4.851082751808343,North,In-Store,False,22.4,0.21,36.91,12,Sunday,True
2024-12-23 11:20:07.070855,Books,27.63,3,38,3.841901955928032,East,Online,False,16.06757997555762,0.244,6.74,12,Monday,False
2024-12-24 11:20:07.070855,Sports,126.55,3,44,5.0,South,Online,False,8.089763091270092,0.156,19.74,12,Tuesday,False
2024-12-25 11:20:07.070855,Home & Garden,28.43,5,27,4.637680689105541,East,In-Store,False,20.49,0.136,3.87,12,Wednesday,False
2024-12-26 11:20:07.070855,Clothing,29.54530861628183,7,45,4.353206011692316,North,Online,True,6.4587107176364995,0.361,10.67,12,Thursday,False
2024-12-27 11:20:07.070855,Clothing,8.25,10,18,4.3350044506077765,East,Online,False,6.15147759649127,0.382,3.15,12,Friday,False
2024-12-28 11:20:07.070855,Home & Garden,34.73,12,26,4.816768383971273,East,Online,False,5.709531201830566,0.124,4.31,12,Saturday,True
2024-12-29 11:20:07.070855,Books,4.891890450905093,5,23,4.614917010279083,North,In-Store,True,23.7,0.205,1.0,12,Sunday,True
